/path/to/audioset/2million_audioset_wav/
balanced_train_segments/Yd58amQtGkZ4.wav	32000
balanced_train_segments/Y0ccK49fwj1o.wav	32000
balanced_train_segments/Y4jKTKGvJ2sM.wav	32000
balanced_train_segments/YFqQ5QaNPGuU.wav	32000
balanced_train_segments/Y_Tq-0qgB7m4.wav	32000
balanced_train_segments/Y20QZS9L5WeA.wav	32000
balanced_train_segments/YkAyWijaBatQ.wav	32000
balanced_train_segments/Y1rufRTZ2XJA.wav	32000
balanced_train_segments/YcrwW2hUoMjQ.wav	32000
balanced_train_segments/Yszu436Dv5kc.wav	32000
balanced_train_segments/YgHDFZnNYU0k.wav	32000
balanced_train_segments/Y9tqxUvjZfNA.wav	32000
balanced_train_segments/YZLX0rdNJsww.wav	32000
balanced_train_segments/Yp8VRfaMkzY0.wav	32000
balanced_train_segments/Y9bXaY5f8Ok0.wav	32000
balanced_train_segments/Yh6gohkLnAzA.wav	32000
balanced_train_segments/YIPqKzakXjio.wav	32000
balanced_train_segments/YSHYGoXwgKtk.wav	32000
balanced_train_segments/YDys9DJoFnGA.wav	32000
balanced_train_segments/YAHmcuClSTL4.wav	32000
balanced_train_segments/YlMBDn8ExqCI.wav	32000
balanced_train_segments/YQr_uA-LrWz0.wav	32000
balanced_train_segments/Y-BxQ9nkrId4.wav	32000
balanced_train_segments/Y1W0qnjiRqiI.wav	32000
balanced_train_segments/Yo4OMrBqHTRc.wav	32000
balanced_train_segments/Y46WpyRUqwXU.wav	32000
balanced_train_segments/Y0bR-EsIOoz0.wav	32000
balanced_train_segments/Y6noQGz52q0k.wav	32000
balanced_train_segments/YBd9TjPP31U0.wav	32000
balanced_train_segments/YIuN1WOrtsWA.wav	32000
balanced_train_segments/Yhfz5j1TNRWM.wav	32000
balanced_train_segments/YpyBhc-ygmuw.wav	32000
balanced_train_segments/YrsGPGNcvWiY.wav	32000
balanced_train_segments/YJDWPJ1AiDKc.wav	32000
balanced_train_segments/YpbKgvnn-tNg.wav	32000
balanced_train_segments/YRH5Xlzg22ws.wav	32000
balanced_train_segments/YEXmVG6QIuBQ.wav	32000
balanced_train_segments/Y0bV3_9--5PM.wav	32000
balanced_train_segments/YyZBoXJKtErU.wav	32000
balanced_train_segments/Y2ZYzviKuq9w.wav	32000
balanced_train_segments/YCZmjSr9_TDM.wav	32000
balanced_train_segments/Y6-lOElZFqWc.wav	32000
balanced_train_segments/YzQCG5M7BSlQ.wav	32000
balanced_train_segments/Y5hEt87nd7os.wav	32000
balanced_train_segments/Y4ISWfrJtqas.wav	32000
balanced_train_segments/YRwawG-UzIXE.wav	32000
balanced_train_segments/Yoogrnx-_LBA.wav	32000
balanced_train_segments/Yx7tOPTm31tQ.wav	32000
balanced_train_segments/Y1E8TnKaIU9Q.wav	32000
balanced_train_segments/Yynrj3K7SF4E.wav	32000
balanced_train_segments/YrJU0YG-TMQY.wav	32000
balanced_train_segments/YQ21kSb_OioI.wav	32000
balanced_train_segments/YjjSWxBE4L8g.wav	32000
balanced_train_segments/YQCxDlV3G-xA.wav	32000
balanced_train_segments/YiWdfhh87RmY.wav	32000
balanced_train_segments/YGWIgVyvFTnE.wav	32000
balanced_train_segments/Y0c-nIj_HjmY.wav	32000
balanced_train_segments/Y5KWTAq3GkfA.wav	32000
balanced_train_segments/YuGXTHf8pgUI.wav	32000
balanced_train_segments/YP5uIpVLEpm4.wav	32000
balanced_train_segments/Y3ouVmTU1BXs.wav	32000
balanced_train_segments/YFRAucbmWlmM.wav	32000
balanced_train_segments/Y42xehaGoJbc.wav	32000
balanced_train_segments/Y1ef2v0i7w0w.wav	32000
balanced_train_segments/YyVBQiIJOv7g.wav	32000
balanced_train_segments/YlfOkxGLEz3Q.wav	32000
balanced_train_segments/Y_QiSEHHRukc.wav	32000
balanced_train_segments/Yzx0XSGhf7m0.wav	32000
balanced_train_segments/YmU-Z9qP6SWc.wav	32000
balanced_train_segments/YQdOQpQexB_Y.wav	32000
balanced_train_segments/Yy5HkvusmkqM.wav	32000
balanced_train_segments/Y782irv2y6W0.wav	32000
balanced_train_segments/YzrtemMGaj4g.wav	32000
balanced_train_segments/YO3hrEGvVAv0.wav	32000
balanced_train_segments/Yyw9MbiKIhdM.wav	32000
balanced_train_segments/YmCSuCWZiiTM.wav	32000
balanced_train_segments/YXprqiWeGihg.wav	32000
balanced_train_segments/Yn4o1r8Ai66o.wav	32000
balanced_train_segments/YCJY1jAEp3oQ.wav	32000
balanced_train_segments/YBz-TAUdigNg.wav	32000
balanced_train_segments/YFx69-o3Vc-U.wav	32000
balanced_train_segments/Y_O8qSw4dxII.wav	32000
balanced_train_segments/YxXRGgPVnkqk.wav	32000
balanced_train_segments/YHnnwNGEtL54.wav	32000
balanced_train_segments/YbGlLn8qhlKY.wav	32000
balanced_train_segments/Y24NB0Ap7J8g.wav	32000
balanced_train_segments/YwJMuPzLT0cs.wav	32000
balanced_train_segments/YRIDIIlyiV2U.wav	32000
balanced_train_segments/YOPX9ukYun3o.wav	32000
balanced_train_segments/Yxb_cRKUoACM.wav	32000
